-0.46,66.0386,"[ 74.1707, 58.4294, 74.1707, 69.185, 74.1707, 58.4294, 62.3692, 69.185, 74.1707, 58.4294, 62.3692, 58.4294, 74.1707, 58.4294, 62.3692, 58.4294, 62.3692, 62.3692, 58.4294, 62.3692, 69.185, 58.4294, 62.3692, 69.185, 74.1707, 62.3692, 69.185, 74.1707, 69.185, 69.185, 74.1707, 69.185 ]"
-0.44,56.5798,"[ 57.8484, 53.5572, 57.8484, 54.7093, 57.8484, 53.5572, 60.2044, 54.7093, 57.8484, 53.5572, 60.2044, 53.5572, 57.8484, 53.5572, 60.2044, 53.5572, 60.2044, 60.2044, 53.5572, 60.2044, 54.7093, 53.5572, 60.2044, 54.7093, 57.8484, 60.2044, 54.7093, 57.8484, 54.7093, 54.7093, 57.8484, 54.7093 ]"
-0.42,58.214,"[ 59.4512, 55.3946, 59.4512, 56.4048, 59.4512, 55.3946, 61.6053, 56.4048, 59.4512, 55.3946, 61.6053, 55.3946, 59.4512, 55.3946, 61.6053, 55.3946, 61.6053, 61.6053, 55.3946, 61.6053, 56.4048, 55.3946, 61.6053, 56.4048, 59.4512, 61.6053, 56.4048, 59.4512, 56.4048, 56.4048, 59.4512, 56.4048 ]"
-0.4,59.8202,"[ 61.0184, 57.2025, 61.0184, 58.0839, 61.0184, 57.2025, 62.9758, 58.0839, 61.0184, 57.2025, 62.9758, 57.2025, 61.0184, 57.2025, 62.9758, 57.2025, 62.9758, 62.9758, 57.2025, 62.9758, 58.0839, 57.2025, 62.9758, 58.0839, 61.0184, 62.9758, 58.0839, 61.0184, 58.0839, 58.0839, 61.0184, 58.0839 ]"
-0.38,61.4025,"[ 62.5557, 58.9829, 62.5557, 59.7478, 62.5557, 58.9829, 64.3237, 59.7478, 62.5557, 58.9829, 64.3237, 58.9829, 62.5557, 58.9829, 64.3237, 58.9829, 64.3237, 64.3237, 58.9829, 64.3237, 59.7478, 58.9829, 64.3237, 59.7478, 62.5557, 64.3237, 59.7478, 62.5557, 59.7478, 59.7478, 62.5557, 59.7478 ]"
-0.36,62.964,"[ 64.0671, 60.7374, 64.0671, 61.3971, 64.0671, 60.7374, 65.6542, 61.3971, 64.0671, 60.7374, 65.6542, 60.7374, 64.0671, 60.7374, 65.6542, 60.7374, 65.6542, 65.6542, 60.7374, 65.6542, 61.3971, 60.7374, 65.6542, 61.3971, 64.0671, 65.6542, 61.3971, 64.0671, 61.3971, 61.3971, 64.0671, 61.3971 ]"
-0.34,64.5071,"[ 65.556, 62.4678, 65.556, 63.0327, 65.556, 62.4678, 66.9718, 63.0327, 65.556, 62.4678, 66.9718, 62.4678, 65.556, 62.4678, 66.9718, 62.4678, 66.9718, 66.9718, 62.4678, 66.9718, 63.0327, 62.4678, 66.9718, 63.0327, 65.556, 66.9718, 63.0327, 65.556, 63.0327, 63.0327, 65.556, 63.0327 ]"
-0.32,66.0342,"[ 67.0253, 64.1759, 67.0253, 64.6554, 67.0253, 64.1759, 68.28, 64.6554, 67.0253, 64.1759, 68.28, 64.1759, 67.0253, 64.1759, 68.28, 64.1759, 68.28, 68.28, 64.1759, 68.28, 64.6554, 64.1759, 68.28, 64.6554, 67.0253, 68.28, 64.6554, 67.0253, 64.6554, 64.6554, 67.0253, 64.6554 ]"
-0.3,67.5466,"[ 68.4767, 65.8631, 68.4767, 66.2658, 68.4767, 65.8631, 69.5808, 66.2658, 68.4767, 65.8631, 69.5808, 65.8631, 68.4767, 65.8631, 69.5808, 65.8631, 69.5808, 69.5808, 65.8631, 69.5808, 66.2658, 65.8631, 69.5808, 66.2658, 68.4767, 69.5808, 66.2658, 68.4767, 66.2658, 66.2658, 68.4767, 66.2658 ]"
-0.28,69.0462,"[ 69.9124, 67.5311, 69.9124, 67.8648, 69.9124, 67.5311, 70.8766, 67.8648, 69.9124, 67.5311, 70.8766, 67.5311, 69.9124, 67.5311, 70.8766, 67.5311, 70.8766, 70.8766, 67.5311, 70.8766, 67.8648, 67.5311, 70.8766, 67.8648, 69.9124, 70.8766, 67.8648, 69.9124, 67.8648, 67.8648, 69.9124, 67.8648 ]"
-0.26,70.5345,"[ 71.3342, 69.1814, 71.3342, 69.4533, 71.3342, 69.1814, 72.1692, 69.4533, 71.3342, 69.1814, 72.1692, 69.1814, 71.3342, 69.1814, 72.1692, 69.1814, 72.1692, 72.1692, 69.1814, 72.1692, 69.4533, 69.1814, 72.1692, 69.4533, 71.3342, 72.1692, 69.4533, 71.3342, 69.4533, 69.4533, 71.3342, 69.4533 ]"
-0.24,72.0126,"[ 72.7433, 70.8153, 72.7433, 71.032, 72.7433, 70.8153, 73.4597, 71.032, 72.7433, 70.8153, 73.4597, 70.8153, 72.7433, 70.8153, 73.4597, 70.8153, 73.4597, 73.4597, 70.8153, 73.4597, 71.032, 70.8153, 73.4597, 71.032, 72.7433, 73.4597, 71.032, 72.7433, 71.032, 71.032, 72.7433, 71.032 ]"
-0.22,73.4819,"[ 74.1415, 72.4345, 74.1415, 72.602, 74.1415, 72.4345, 74.7498, 72.602, 74.1415, 72.4345, 74.7498, 72.4345, 74.1415, 72.4345, 74.7498, 72.4345, 74.7498, 74.7498, 72.4345, 74.7498, 72.602, 72.4345, 74.7498, 72.602, 74.1415, 74.7498, 72.602, 74.1415, 72.602, 72.602, 74.1415, 72.602 ]"
-0.2,74.9438,"[ 75.5302, 74.0402, 75.5302, 74.1641, 75.5302, 74.0402, 76.0407, 74.1641, 75.5302, 74.0402, 76.0407, 74.0402, 75.5302, 74.0402, 76.0407, 74.0402, 76.0407, 76.0407, 74.0402, 76.0407, 74.1641, 74.0402, 76.0407, 74.1641, 75.5302, 76.0407, 74.1641, 75.5302, 74.1641, 74.1641, 75.5302, 74.1641 ]"
-0.18,76.3979,"[ 76.9089, 75.6327, 76.9089, 75.7183, 76.9089, 75.6327, 77.3318, 75.7183, 76.9089, 75.6327, 77.3318, 75.6327, 76.9089, 75.6327, 77.3318, 75.6327, 77.3318, 77.3318, 75.6327, 77.3318, 75.7183, 75.6327, 77.3318, 75.7183, 76.9089, 77.3318, 75.7183, 76.9089, 75.7183, 75.7183, 76.9089, 75.7183 ]"
-0.16,77.8468,"[ 78.2806, 77.2142, 78.2806, 77.2665, 78.2806, 77.2142, 78.6257, 77.2665, 78.2806, 77.2142, 78.6257, 77.2142, 78.2806, 77.2142, 78.6257, 77.2142, 78.6257, 78.6257, 77.2142, 78.6257, 77.2665, 77.2142, 78.6257, 77.2665, 78.2806, 78.6257, 77.2665, 78.2806, 77.2665, 77.2665, 78.2806, 77.2665 ]"
-0.14,79.2916,"[ 79.6468, 78.7862, 79.6468, 78.8097, 79.6468, 78.7862, 79.9237, 78.8097, 79.6468, 78.7862, 79.9237, 78.7862, 79.6468, 78.7862, 79.9237, 78.7862, 79.9237, 79.9237, 78.7862, 79.9237, 78.8097, 78.7862, 79.9237, 78.8097, 79.6468, 79.9237, 78.8097, 79.6468, 78.8097, 78.8097, 79.6468, 78.8097 ]"
-0.12,80.7338,"[ 81.009, 80.3499, 81.009, 80.349, 81.009, 80.3499, 81.2271, 80.349, 81.009, 80.3499, 81.2271, 80.3499, 81.009, 80.3499, 81.2271, 80.3499, 81.2271, 81.2271, 80.3499, 81.2271, 80.349, 80.3499, 81.2271, 80.349, 81.009, 81.2271, 80.349, 81.009, 80.349, 80.349, 81.009, 80.349 ]"
-0.1,82.1741,"[ 82.3682, 81.9064, 82.3682, 81.8852, 82.3682, 81.9064, 82.5368, 81.8852, 82.3682, 81.9064, 82.5368, 81.9064, 82.3682, 81.9064, 82.5368, 81.9064, 82.5368, 82.5368, 81.9064, 82.5368, 81.8852, 81.9064, 82.5368, 81.8852, 82.3682, 82.5368, 81.8852, 82.3682, 81.8852, 81.8852, 82.3682, 81.8852 ]"
-0.08,83.6141,"[ 83.726, 83.4571, 83.726, 83.4194, 83.726, 83.4571, 83.854, 83.4194, 83.726, 83.4571, 83.854, 83.4571, 83.726, 83.4571, 83.854, 83.4571, 83.854, 83.854, 83.4571, 83.854, 83.4194, 83.4571, 83.854, 83.4194, 83.726, 83.854, 83.4194, 83.726, 83.4194, 83.4194, 83.726, 83.4194 ]"
-0.06,85.0545,"[ 85.0835, 85.0028, 85.0835, 84.9524, 85.0835, 85.0028, 85.1794, 84.9524, 85.0835, 85.0028, 85.1794, 85.0028, 85.0835, 85.0028, 85.1794, 85.0028, 85.1794, 85.1794, 85.0028, 85.1794, 84.9524, 85.0028, 85.1794, 84.9524, 85.0835, 85.1794, 84.9524, 85.0835, 84.9524, 84.9524, 85.0835, 84.9524 ]"
-0.04,86.4967,"[ 86.4421, 86.545, 86.4421, 86.4854, 86.4421, 86.545, 86.5144, 86.4854, 86.4421, 86.545, 86.5144, 86.545, 86.4421, 86.545, 86.5144, 86.545, 86.5144, 86.5144, 86.545, 86.5144, 86.4854, 86.545, 86.5144, 86.4854, 86.4421, 86.5144, 86.4854, 86.4421, 86.4854, 86.4854, 86.4421, 86.4854 ]"
-0.02,87.9416,"[ 87.8029, 88.0847, 87.8029, 88.0191, 87.8029, 88.0847, 87.8598, 88.0191, 87.8029, 88.0847, 87.8598, 88.0847, 87.8029, 88.0847, 87.8598, 88.0847, 87.8598, 87.8598, 88.0847, 87.8598, 88.0191, 88.0847, 87.8598, 88.0191, 87.8029, 87.8598, 88.0191, 87.8029, 88.0191, 88.0191, 87.8029, 88.0191 ]"
0,89.3904,"[ 89.1673, 89.6229, 89.1673, 89.5546, 89.1673, 89.6229, 89.2166, 89.5546, 89.1673, 89.6229, 89.2166, 89.6229, 89.1673, 89.6229, 89.2166, 89.6229, 89.2166, 89.2166, 89.6229, 89.2166, 89.5546, 89.6229, 89.2166, 89.5546, 89.1673, 89.2166, 89.5546, 89.1673, 89.5546, 89.5546, 89.1673, 89.5546 ]"
0.02,90.844,"[ 90.5365, 91.1608, 90.5365, 91.0928, 90.5365, 91.1608, 90.586, 91.0928, 90.5365, 91.1608, 90.586, 91.1608, 90.5365, 91.1608, 90.586, 91.1608, 90.586, 90.586, 91.1608, 90.586, 91.0928, 91.1608, 90.586, 91.0928, 90.5365, 90.586, 91.0928, 90.5365, 91.0928, 91.0928, 90.5365, 91.0928 ]"
0.04,92.3039,"[ 91.9119, 92.6997, 91.9119, 92.6348, 91.9119, 92.6997, 91.969, 92.6348, 91.9119, 92.6997, 91.969, 92.6997, 91.9119, 92.6997, 91.969, 92.6997, 91.969, 91.969, 92.6997, 91.969, 92.6348, 92.6997, 91.969, 92.6348, 91.9119, 91.969, 92.6348, 91.9119, 92.6348, 92.6348, 91.9119, 92.6348 ]"
0.06,93.7709,"[ 93.2949, 94.2405, 93.2949, 94.1816, 93.2949, 94.2405, 93.3667, 94.1816, 93.2949, 94.2405, 93.3667, 94.2405, 93.2949, 94.2405, 93.3667, 94.2405, 93.3667, 93.3667, 94.2405, 93.3667, 94.1816, 94.2405, 93.3667, 94.1816, 93.2949, 93.3667, 94.1816, 93.2949, 94.1816, 94.1816, 93.2949, 94.1816 ]"
0.08,95.2464,"[ 94.6867, 95.7844, 94.6867, 95.734, 94.6867, 95.7844, 94.7803, 95.734, 94.6867, 95.7844, 94.7803, 95.7844, 94.6867, 95.7844, 94.7803, 95.7844, 94.7803, 94.7803, 95.7844, 94.7803, 95.734, 95.7844, 94.7803, 95.734, 94.6867, 94.7803, 95.734, 94.6867, 95.734, 95.734, 94.6867, 95.734 ]"
0.1,96.7315,"[ 96.0889, 97.3328, 96.0889, 97.2933, 96.0889, 97.3328, 96.2109, 97.2933, 96.0889, 97.3328, 96.2109, 97.3328, 96.0889, 97.3328, 96.2109, 97.3328, 96.2109, 96.2109, 97.3328, 96.2109, 97.2933, 97.3328, 96.2109, 97.2933, 96.0889, 96.2109, 97.2933, 96.0889, 97.2933, 97.2933, 96.0889, 97.2933 ]"
0.12,98.2274,"[ 97.5028, 98.8868, 97.5028, 98.8605, 97.5028, 98.8868, 97.6597, 98.8605, 97.5028, 98.8868, 97.6597, 98.8868, 97.5028, 98.8868, 97.6597, 98.8868, 97.6597, 97.6597, 98.8868, 97.6597, 98.8605, 98.8868, 97.6597, 98.8605, 97.5028, 97.6597, 98.8605, 97.5028, 98.8605, 98.8605, 97.5028, 98.8605 ]"
0.14,99.7355,"[ 98.9299, 100.448, 98.9299, 100.437, 98.9299, 100.448, 99.1278, 100.437, 98.9299, 100.448, 99.1278, 100.448, 98.9299, 100.448, 99.1278, 100.448, 99.1278, 99.1278, 100.448, 99.1278, 100.437, 100.448, 99.1278, 100.437, 98.9299, 99.1278, 100.437, 98.9299, 100.437, 100.437, 98.9299, 100.437 ]"
0.16,101.257,"[ 100.372, 102.017, 100.372, 102.023, 100.372, 102.017, 100.617, 102.023, 100.372, 102.017, 100.617, 102.017, 100.372, 102.017, 100.617, 102.017, 100.617, 100.617, 102.017, 100.617, 102.023, 102.017, 100.617, 102.023, 100.372, 100.617, 102.023, 100.372, 102.023, 102.023, 100.372, 102.023 ]"
0.18,102.793,"[ 101.83, 103.595, 101.83, 103.62, 101.83, 103.595, 102.127, 103.62, 101.83, 103.595, 102.127, 103.595, 101.83, 103.595, 102.127, 103.595, 102.127, 102.127, 103.595, 102.127, 103.62, 103.595, 102.127, 103.62, 101.83, 102.127, 103.62, 101.83, 103.62, 103.62, 101.83, 103.62 ]"
0.2,104.345,"[ 103.306, 105.184, 103.306, 105.23, 103.306, 105.184, 103.661, 105.23, 103.306, 105.184, 103.661, 105.184, 103.306, 105.184, 103.661, 105.184, 103.661, 103.661, 105.184, 103.661, 105.23, 105.184, 103.661, 105.23, 103.306, 103.661, 105.23, 103.306, 105.23, 105.23, 103.306, 105.23 ]"
0.22,105.914,"[ 104.801, 106.786, 104.801, 106.853, 104.801, 106.786, 105.218, 106.853, 104.801, 106.786, 105.218, 106.786, 104.801, 106.786, 105.218, 106.786, 105.218, 105.218, 106.786, 105.218, 106.853, 106.786, 105.218, 106.853, 104.801, 105.218, 106.853, 104.801, 106.853, 106.853, 104.801, 106.853 ]"
0.24,107.502,"[ 106.317, 108.401, 106.317, 108.49, 106.317, 108.401, 106.802, 108.49, 106.317, 108.401, 106.802, 108.401, 106.317, 108.401, 106.802, 108.401, 106.802, 106.802, 108.401, 106.802, 108.49, 108.401, 106.802, 108.49, 106.317, 106.802, 108.49, 106.317, 108.49, 108.49, 106.317, 108.49 ]"
0.26,109.11,"[ 107.855, 110.031, 107.855, 110.144, 107.855, 110.031, 108.411, 110.144, 107.855, 110.031, 108.411, 110.031, 107.855, 110.031, 108.411, 110.031, 108.411, 108.411, 110.031, 108.411, 110.144, 110.031, 108.411, 110.144, 107.855, 108.411, 110.144, 107.855, 110.144, 110.144, 107.855, 110.144 ]"
0.28,110.74,"[ 109.417, 111.679, 109.417, 111.815, 109.417, 111.679, 110.048, 111.815, 109.417, 111.679, 110.048, 111.679, 109.417, 111.679, 110.048, 111.679, 110.048, 110.048, 111.679, 110.048, 111.815, 111.679, 110.048, 111.815, 109.417, 110.048, 111.815, 109.417, 111.815, 111.815, 109.417, 111.815 ]"
0.3,112.392,"[ 111.004, 113.344, 111.004, 113.504, 111.004, 113.344, 111.714, 113.504, 111.004, 113.344, 111.714, 113.344, 111.004, 113.344, 111.714, 113.344, 111.714, 111.714, 113.344, 111.714, 113.504, 113.344, 111.714, 113.504, 111.004, 111.714, 113.504, 111.004, 113.504, 113.504, 111.004, 113.504 ]"
0.32,114.068,"[ 112.618, 115.03, 112.618, 115.214, 112.618, 115.03, 113.409, 115.214, 112.618, 115.03, 113.409, 115.03, 112.618, 115.03, 113.409, 115.03, 113.409, 113.409, 115.03, 113.409, 115.214, 115.03, 113.409, 115.214, 112.618, 113.409, 115.214, 112.618, 115.214, 115.214, 112.618, 115.214 ]"
0.34,115.769,"[ 114.26, 116.738, 114.26, 116.945, 114.26, 116.738, 115.134, 116.945, 114.26, 116.738, 115.134, 116.738, 114.26, 116.738, 115.134, 116.738, 115.134, 115.134, 116.738, 115.134, 116.945, 116.738, 115.134, 116.945, 114.26, 115.134, 116.945, 114.26, 116.945, 116.945, 114.26, 116.945 ]"
0.36,117.498,"[ 115.931, 118.47, 115.931, 118.699, 115.931, 118.47, 116.89, 118.699, 115.931, 118.47, 116.89, 118.47, 115.931, 118.47, 116.89, 118.47, 116.89, 116.89, 118.47, 116.89, 118.699, 118.47, 116.89, 118.699, 115.931, 116.89, 118.699, 115.931, 118.699, 118.699, 115.931, 118.699 ]"
0.38,119.254,"[ 117.632, 120.228, 117.632, 120.478, 117.632, 120.228, 118.678, 120.478, 117.632, 120.228, 118.678, 120.228, 117.632, 120.228, 118.678, 120.228, 118.678, 118.678, 120.228, 118.678, 120.478, 120.228, 118.678, 120.478, 117.632, 118.678, 120.478, 117.632, 120.478, 120.478, 117.632, 120.478 ]"
0.4,121.04,"[ 119.365, 122.014, 119.365, 122.285, 119.365, 122.014, 120.497, 122.285, 119.365, 122.014, 120.497, 122.014, 119.365, 122.014, 120.497, 122.014, 120.497, 120.497, 122.014, 120.497, 122.285, 122.014, 120.497, 122.285, 119.365, 120.497, 122.285, 119.365, 122.285, 122.285, 119.365, 122.285 ]"
0.42,122.857,"[ 121.129, 123.83, 121.129, 124.121, 121.129, 123.83, 122.349, 124.121, 121.129, 123.83, 122.349, 123.83, 121.129, 123.83, 122.349, 123.83, 122.349, 122.349, 123.83, 122.349, 124.121, 123.83, 122.349, 124.121, 121.129, 122.349, 124.121, 121.129, 124.121, 124.121, 121.129, 124.121 ]"
0.44,124.707,"[ 122.927, 125.68, 122.927, 125.989, 122.927, 125.68, 124.233, 125.989, 122.927, 125.68, 124.233, 125.68, 122.927, 125.68, 124.233, 125.68, 124.233, 124.233, 125.68, 124.233, 125.989, 125.68, 124.233, 125.989, 122.927, 124.233, 125.989, 122.927, 125.989, 125.989, 122.927, 125.989 ]"
0.46,126.592,"[ 124.757, 127.566, 124.757, 127.894, 124.757, 127.566, 126.151, 127.894, 124.757, 127.566, 126.151, 127.566, 124.757, 127.566, 126.151, 127.566, 126.151, 126.151, 127.566, 126.151, 127.894, 127.566, 126.151, 127.894, 124.757, 126.151, 127.894, 124.757, 127.894, 127.894, 124.757, 127.894 ]"
0.48,128.513,"[ 126.622, 129.49, 126.622, 129.839, 126.622, 129.49, 128.102, 129.839, 126.622, 129.49, 128.102, 129.49, 126.622, 129.49, 128.102, 129.49, 128.102, 128.102, 129.49, 128.102, 129.839, 129.49, 128.102, 129.839, 126.622, 128.102, 129.839, 126.622, 129.839, 129.839, 126.622, 129.839 ]"
0.5,130.474,"[ 128.522, 131.457, 128.522, 131.829, 128.522, 131.457, 130.088, 131.829, 128.522, 131.457, 130.088, 131.457, 128.522, 131.457, 130.088, 131.457, 130.088, 130.088, 131.457, 130.088, 131.829, 131.457, 130.088, 131.829, 128.522, 130.088, 131.829, 128.522, 131.829, 131.829, 128.522, 131.829 ]"
0.52,132.477,"[ 130.458, 133.469, 130.458, 133.87, 130.458, 133.469, 132.111, 133.87, 130.458, 133.469, 132.111, 133.469, 130.458, 133.469, 132.111, 133.469, 132.111, 132.111, 133.469, 132.111, 133.87, 133.469, 132.111, 133.87, 130.458, 132.111, 133.87, 130.458, 133.87, 133.87, 130.458, 133.87 ]"
0.54,134.526,"[ 132.431, 135.531, 132.431, 135.97, 132.431, 135.531, 134.171, 135.97, 132.431, 135.531, 134.171, 135.531, 132.431, 135.531, 134.171, 135.531, 134.171, 134.171, 135.531, 134.171, 135.97, 135.531, 134.171, 135.97, 132.431, 134.171, 135.97, 132.431, 135.97, 135.97, 132.431, 135.97 ]"
0.56,136.625,"[ 134.443, 137.647, 134.443, 138.136, 134.443, 137.647, 136.273, 138.136, 134.443, 137.647, 136.273, 137.647, 134.443, 137.647, 136.273, 137.647, 136.273, 136.273, 137.647, 136.273, 138.136, 137.647, 136.273, 138.136, 134.443, 136.273, 138.136, 134.443, 138.136, 138.136, 134.443, 138.136 ]"
0.58,138.778,"[ 136.498, 139.819, 136.498, 140.378, 136.498, 139.819, 138.419, 140.378, 136.498, 139.819, 138.419, 139.819, 136.498, 139.819, 138.419, 139.819, 138.419, 138.419, 139.819, 138.419, 140.378, 139.819, 138.419, 140.378, 136.498, 138.419, 140.378, 136.498, 140.378, 140.378, 136.498, 140.378 ]"
0.6,141.071,"[ 138.903, 142.037, 138.903, 142.695, 138.903, 142.037, 140.647, 142.695, 138.903, 142.037, 140.647, 142.037, 138.903, 142.037, 140.647, 142.037, 140.647, 140.647, 142.037, 140.647, 142.695, 142.037, 140.647, 142.695, 138.903, 140.647, 142.695, 138.903, 142.695, 142.695, 138.903, 142.695 ]"
0.62,143.331,"[ 140.845, 144.394, 140.845, 145.131, 140.845, 144.394, 142.956, 145.131, 140.845, 144.394, 142.956, 144.394, 140.845, 144.394, 142.956, 144.394, 142.956, 142.956, 144.394, 142.956, 145.131, 144.394, 142.956, 145.131, 140.845, 142.956, 145.131, 140.845, 145.131, 145.131, 140.845, 145.131 ]"
0.64,145.855,"[ 143.832, 146.711, 143.832, 147.645, 143.832, 146.711, 145.233, 147.645, 143.832, 146.711, 145.233, 146.711, 143.832, 146.711, 145.233, 146.711, 145.233, 145.233, 146.711, 145.233, 147.645, 146.711, 145.233, 147.645, 143.832, 145.233, 147.645, 143.832, 147.645, 147.645, 143.832, 147.645 ]"
0.66,148.094,"[ 145.506, 149.105, 145.506, 150.199, 145.506, 149.105, 147.568, 150.199, 145.506, 149.105, 147.568, 149.105, 145.506, 149.105, 147.568, 149.105, 147.568, 147.568, 149.105, 147.568, 150.199, 149.105, 147.568, 150.199, 145.506, 147.568, 150.199, 145.506, 150.199, 150.199, 145.506, 150.199 ]"
0.68,150.746,"[ 149.031, 151.422, 149.031, 152.639, 149.031, 151.422, 149.891, 152.639, 149.031, 151.422, 149.891, 151.422, 149.031, 151.422, 149.891, 151.422, 149.891, 149.891, 151.422, 149.891, 152.639, 151.422, 149.891, 152.639, 149.031, 149.891, 152.639, 149.031, 152.639, 152.639, 149.031, 152.639 ]"
0.7,153.706,"[ 155.177, 155.229, 155.177, 155.014, 155.177, 155.229, 149.403, 155.014, 155.177, 155.229, 149.403, 155.229, 155.177, 155.229, 149.403, 155.229, 149.403, 149.403, 155.229, 149.403, 155.014, 155.229, 149.403, 155.014, 155.177, 149.403, 155.014, 155.177, 155.014, 155.014, 155.177, 155.014 ]"
0.72,155.062,"[ 158.396, 158.732, 158.396, 155.907, 158.396, 158.732, 147.215, 155.907, 158.396, 158.732, 147.215, 158.732, 158.396, 158.732, 147.215, 158.732, 147.215, 147.215, 158.732, 147.215, 155.907, 158.732, 147.215, 155.907, 158.396, 147.215, 155.907, 158.396, 155.907, 155.907, 158.396, 155.907 ]"
